
for student 730336623, for drug Insulin, for pharmacologic role; score: 22
for student 730092448, for drug Insulin, for drug target and primary localization; score: 71
for student 730092448, for drug Insulin, for target's role in normal physiology; score: 12
for student 730092448, for drug Insulin, for outcomes necessary for therapeutic activities; score: 75
for student 730337192, for drug Insulin, for pharmacologic role; score: 69
for student 730337192, for drug Insulin, for drug target and primary localization; score: 40
for student 730337192, for drug Insulin, for target's role in normal physiology; score: 67
for student 730337192, for drug Insulin, for outcomes necessary for therapeutic activities; score: 3
for student 730300464, for drug Insulin, for pharmacologic role; score: 19
for student 730300464, for drug Insulin, for drug target and primary localization; score: 54
for student 730300464, for drug Insulin, for target's role in normal physiology; score: 24
for student 730300464, for drug Insulin, for outcomes necessary for therapeutic activities; score: 21
for student 730300715, for drug Insulin, for pharmacologic role; score: 52
for student 730300715, for drug Insulin, for drug target and primary localization; score: 66
for student 730300715, for drug Insulin, for target's role in normal physiology; score: 61
for student 730300715, for drug Insulin, for outcomes necessary for therapeutic activities; score: 98
for student 730008212, for drug Insulin, for pharmacologic role; score: 44
for student 730008212, for drug Insulin, for drug target and primary localization; score: 53
for student 730008212, for drug Insulin, for target's role in normal physiology; score: 46
for student 730008212, for drug Insulin, for outcomes necessary for therapeutic activities; score: 74
for student 730305176, for drug Insulin, for pharmacologic role; score: 7
for student 730305176, for drug Insulin, for drug target and primary localization; score: 11
for student 730305176, for drug Insulin, for target's role in normal physiology; score: 11
for student 730305176, for drug Insulin, for outcomes necessary for therapeutic activities; score: 49
for student 730308947, for drug Insulin, for pharmacologic role; score: 55
for student 730308947, for drug Insulin, for drug target and primary localization; score: 10
for student 730308947, for drug Insulin, for target's role in normal physiology; score: 16
for student 730308947, for drug Insulin, for outcomes necessary for therapeutic activities; score: 89
for student 730305017, for drug Insulin, for pharmacologic role; score: 39
for student 730305017, for drug Insulin, for drug target and primary localization; score: 79
for student 730305017, for drug Insulin, for target's role in normal physiology; score: 70
for student 730305017, for drug Insulin, for outcomes necessary for therapeutic activities; score: 0
for student 730332858, for drug Insulin, for pharmacologic role; score: 5
for student 730332858, for drug Insulin, for drug target and primary localization; score: 64
for student 730332858, for drug Insulin, for target's role in normal physiology; score: 28
for student 730332858, for drug Insulin, for outcomes necessary for therapeutic activities; score: 4
for student 730335667, for drug Insulin, for pharmacologic role; score: 95
for student 730335667, for drug Insulin, for drug target and primary localization; score: 84
for student 730335667, for drug Insulin, for target's role in normal physiology; score: 8
for student 730335667, for drug Insulin, for outcomes necessary for therapeutic activities; score: 95
for student 730000106, for drug Insulin, for pharmacologic role; score: 25
for student 730000106, for drug Insulin, for drug target and primary localization; score: 22
for student 730000106, for drug Insulin, for target's role in normal physiology; score: 70
for student 730000106, for drug Insulin, for outcomes necessary for therapeutic activities; score: 25
for student 720543380, for drug Insulin, for pharmacologic role; score: 0
for student 720543380, for drug Insulin, for drug target and primary localization; score: 65
for student 720543380, for drug Insulin, for target's role in normal physiology; score: 46
for student 720543380, for drug Insulin, for outcomes necessary for therapeutic activities; score: 21
for student 720498432, for drug Insulin, for pharmacologic role; score: 27
for student 720498432, for drug Insulin, for drug target and primary localization; score: 80
for student 720498432, for drug Insulin, for target's role in normal physiology; score: 89
for student 720498432, for drug Insulin, for outcomes necessary for therapeutic activities; score: 5
for student 730305293, for drug Insulin, for pharmacologic role; score: 47
for student 730305293, for drug Insulin, for drug target and primary localization; score: 11
for student 730305293, for drug Insulin, for target's role in normal physiology; score: 70
for student 730305293, for drug Insulin, for outcomes necessary for therapeutic activities; score: 63
for student 730011523, for drug Insulin, for pharmacologic role; score: 67
for student 730011523, for drug Insulin, for drug target and primary localization; score: 58
for student 730011523, for drug Insulin, for target's role in normal physiology; score: 89
for student 730011523, for drug Insulin, for outcomes necessary for therapeutic activities; score: 28
for student 730335668, for drug Insulin, for pharmacologic role; score: 26
for student 730335668, for drug Insulin, for drug target and primary localization; score: 41
for student 730335668, for drug Insulin, for target's role in normal physiology; score: 51
for student 730335668, for drug Insulin, for outcomes necessary for therapeutic activities; score: 1
for student 730003873, for drug Insulin, for pharmacologic role; score: 62
for student 730003873, for drug Insulin, for drug target and primary localization; score: 32
for student 730003873, for drug Insulin, for target's role in normal physiology; score: 55
for student 730003873, for drug Insulin, for outcomes necessary for therapeutic activities; score: 41
for student 730338780, for drug Insulin, for pharmacologic role; score: 44
for student 730338780, for drug Insulin, for drug target and primary localization; score: 58
for student 730338780, for drug Insulin, for target's role in normal physiology; score: 49
for student 730338780, for drug Insulin, for outcomes necessary for therapeutic activities; score: 46
for student 730309028, for drug Insulin, for pharmacologic role; score: 60
for student 730309028, for drug Insulin, for drug target and primary localization; score: 30
for student 730309028, for drug Insulin, for target's role in normal physiology; score: 56
for student 730309028, for drug Insulin, for outcomes necessary for therapeutic activities; score: 68
for student 730337566, for drug Insulin, for pharmacologic role; score: 80
for student 730337566, for drug Insulin, for drug target and primary localization; score: 35
for student 730337566, for drug Insulin, for target's role in normal physiology; score: 36
for student 730337566, for drug Insulin, for outcomes necessary for therapeutic activities; score: 87
for student 730305078, for drug Insulin, for pharmacologic role; score: 5
for student 730305078, for drug Insulin, for drug target and primary localization; score: 25
for student 730305078, for drug Insulin, for target's role in normal physiology; score: 25
for student 730305078, for drug Insulin, for outcomes necessary for therapeutic activities; score: 25
for student 730341594, for drug Insulin, for pharmacologic role; score: 69
for student 730341594, for drug Insulin, for drug target and primary localization; score: 9
for student 730341594, for drug Insulin, for target's role in normal physiology; score: 0
for student 730341594, for drug Insulin, for outcomes necessary for therapeutic activities; score: 0
for student 720433193, for drug Insulin, for pharmacologic role; score: 54
for student 720433193, for drug Insulin, for drug target and primary localization; score: 52
for student 720433193, for drug Insulin, for target's role in normal physiology; score: 2
for student 720433193, for drug Insulin, for outcomes necessary for therapeutic activities; score: 43
for student 730005239, for drug Insulin, for pharmacologic role; score: 9
for student 730005239, for drug Insulin, for drug target and primary localization; score: 95
for student 730005239, for drug Insulin, for target's role in normal physiology; score: 81
for student 730005239, for drug Insulin, for outcomes necessary for therapeutic activities; score: 49
for student 730014075, for drug Insulin, for pharmacologic role; score: 48
for student 730014075, for drug Insulin, for drug target and primary localization; score: 28
for student 730014075, for drug Insulin, for target's role in normal physiology; score: 29
for student 730014075, for drug Insulin, for outcomes necessary for therapeutic activities; score: 69
for student 730009068, for drug Insulin, for pharmacologic role; score: 7
for student 730009068, for drug Insulin, for drug target and primary localization; score: 41
for student 730009068, for drug Insulin, for target's role in normal physiology; score: 94
for student 730009068, for drug Insulin, for outcomes necessary for therapeutic activities; score: 86
for student 730081905, for drug Insulin, for pharmacologic role; score: 48
for student 730081905, for drug Insulin, for drug target and primary localization; score: 36
for student 730081905, for drug Insulin, for target's role in normal physiology; score: 11
for student 730081905, for drug Insulin, for outcomes necessary for therapeutic activities; score: 36
for student 730012332, for drug Insulin, for pharmacologic role; score: 34
for student 730012332, for drug Insulin, for drug target and primary localization; score: 88
for student 730012332, for drug Insulin, for target's role in normal physiology; score: 73
for student 730012332, for drug Insulin, for outcomes necessary for therapeutic activities; score: 88
for student 730351906, for drug Insulin, for pharmacologic role; score: 69
for student 730351906, for drug Insulin, for drug target and primary localization; score: 42
for student 730351906, for drug Insulin, for target's role in normal physiology; score: 51
for student 730351906, for drug Insulin, for outcomes necessary for therapeutic activities; score: 61
for student 730012793, for drug Insulin, for pharmacologic role; score: 25
for student 730012793, for drug Insulin, for drug target and primary localization; score: 42
for student 730012793, for drug Insulin, for target's role in normal physiology; score: 15
for student 730012793, for drug Insulin, for outcomes necessary for therapeutic activities; score: 55
for student 720501213, for drug Insulin, for pharmacologic role; score: 14
for student 720501213, for drug Insulin, for drug target and primary localization; score: 1
for student 720501213, for drug Insulin, for target's role in normal physiology; score: 89
for student 720501213, for drug Insulin, for outcomes necessary for therapeutic activities; score: 100
for student 730339832, for drug Insulin, for pharmacologic role; score: 85
for student 730339832, for drug Insulin, for drug target and primary localization; score: 42
for student 730339832, for drug Insulin, for target's role in normal physiology; score: 88
for student 730339832, for drug Insulin, for outcomes necessary for therapeutic activities; score: 19
for student 730300837, for drug Insulin, for pharmacologic role; score: 97
for student 730300837, for drug Insulin, for drug target and primary localization; score: 50
for student 730300837, for drug Insulin, for target's role in normal physiology; score: 55
for student 730300837, for drug Insulin, for outcomes necessary for therapeutic activities; score: 86
for student 730169512, for drug Insulin, for pharmacologic role; score: 3
for student 730169512, for drug Insulin, for drug target and primary localization; score: 97
for student 730169512, for drug Insulin, for target's role in normal physiology; score: 73
for student 730169512, for drug Insulin, for outcomes necessary for therapeutic activities; score: 95
for student 730004785, for drug Insulin, for pharmacologic role; score: 87
for student 730004785, for drug Insulin, for drug target and primary localization; score: 31
for student 730004785, for drug Insulin, for target's role in normal physiology; score: 42
for student 730004785, for drug Insulin, for outcomes necessary for therapeutic activities; score: 56
for student 730338642, for drug Insulin, for pharmacologic role; score: 20
for student 730338642, for drug Insulin, for drug target and primary localization; score: 66
for student 730338642, for drug Insulin, for target's role in normal physiology; score: 95
for student 730338642, for drug Insulin, for outcomes necessary for therapeutic activities; score: 92
for student 730305018, for drug Insulin, for pharmacologic role; score: 47
for student 730305018, for drug Insulin, for drug target and primary localization; score: 3
for student 730305018, for drug Insulin, for target's role in normal physiology; score: 81
for student 730305018, for drug Insulin, for outcomes necessary for therapeutic activities; score: 85
for student 730308957, for drug Insulin, for pharmacologic role; score: 46
for student 730308957, for drug Insulin, for drug target and primary localization; score: 97
for student 730308957, for drug Insulin, for target's role in normal physiology; score: 53
for student 730308957, for drug Insulin, for outcomes necessary for therapeutic activities; score: 72
for student 730300665, for drug Insulin, for pharmacologic role; score: 86
for student 730300665, for drug Insulin, for drug target and primary localization; score: 97
for student 730300665, for drug Insulin, for target's role in normal physiology; score: 38
for student 730300665, for drug Insulin, for outcomes necessary for therapeutic activities; score: 2
for student 730090428, for drug Insulin, for pharmacologic role; score: 41
for student 730090428, for drug Insulin, for drug target and primary localization; score: 59
for student 730090428, for drug Insulin, for target's role in normal physiology; score: 7
for student 730090428, for drug Insulin, for outcomes necessary for therapeutic activities; score: 96
for student 730356527, for drug Insulin, for pharmacologic role; score: 22
for student 730356527, for drug Insulin, for drug target and primary localization; score: 60
for student 730356527, for drug Insulin, for target's role in normal physiology; score: 0
for student 730356527, for drug Insulin, for outcomes necessary for therapeutic activities; score: 48
for student 730013843, for drug Insulin, for pharmacologic role; score: 93
for student 730013843, for drug Insulin, for drug target and primary localization; score: 21
for student 730013843, for drug Insulin, for target's role in normal physiology; score: 24
for student 730013843, for drug Insulin, for outcomes necessary for therapeutic activities; score: 59
for student 730094799, for drug Insulin, for pharmacologic role; score: 18
for student 730094799, for drug Insulin, for drug target and primary localization; score: 84
for student 730094799, for drug Insulin, for target's role in normal physiology; score: 70
for student 730094799, for drug Insulin, for outcomes necessary for therapeutic activities; score: 10
for student 730340514, for drug Insulin, for pharmacologic role; score: 29
for student 730340514, for drug Insulin, for drug target and primary localization; score: 68
for student 730340514, for drug Insulin, for target's role in normal physiology; score: 43
for student 730340514, for drug Insulin, for outcomes necessary for therapeutic activities; score: 31
for student 730004256, for drug Insulin, for pharmacologic role; score: 54
for student 730004256, for drug Insulin, for drug target and primary localization; score: 91
for student 730004256, for drug Insulin, for target's role in normal physiology; score: 45
for student 730004256, for drug Insulin, for outcomes necessary for therapeutic activities; score: 74
for student 720158983, for drug Insulin, for pharmacologic role; score: 31
for student 720158983, for drug Insulin, for drug target and primary localization; score: 25
for student 720158983, for drug Insulin, for target's role in normal physiology; score: 77
for student 720158983, for drug Insulin, for outcomes necessary for therapeutic activities; score: 26
for student 730364730, for drug Insulin, for pharmacologic role; score: 8
for student 730364730, for drug Insulin, for drug target and primary localization; score: 65
for student 730364730, for drug Insulin, for target's role in normal physiology; score: 22
for student 730364730, for drug Insulin, for outcomes necessary for therapeutic activities; score: 87
for student 730304969, for drug Insulin, for pharmacologic role; score: 76
for student 730304969, for drug Insulin, for drug target and primary localization; score: 96
for student 730304969, for drug Insulin, for target's role in normal physiology; score: 66
for student 730304969, for drug Insulin, for outcomes necessary for therapeutic activities; score: 63
for student 730338011, for drug Insulin, for pharmacologic role; score: 21
for student 730338011, for drug Insulin, for drug target and primary localization; score: 75
for student 730338011, for drug Insulin, for target's role in normal physiology; score: 27
for student 730338011, for drug Insulin, for outcomes necessary for therapeutic activities; score: 15
for student 730364567, for drug Insulin, for pharmacologic role; score: 90
for student 730364567, for drug Insulin, for drug target and primary localization; score: 28
for student 730364567, for drug Insulin, for target's role in normal physiology; score: 21
for student 730364567, for drug Insulin, for outcomes necessary for therapeutic activities; score: 2
for student 730301186, for drug Insulin, for pharmacologic role; score: 23
for student 730301186, for drug Insulin, for drug target and primary localization; score: 19
for student 730301186, for drug Insulin, for target's role in normal physiology; score: 41
for student 730301186, for drug Insulin, for outcomes necessary for therapeutic activities; score: 34
for student 730345314, for drug Insulin, for pharmacologic role; score: 83
for student 730345314, for drug Insulin, for drug target and primary localization; score: 18
for student 730345314, for drug Insulin, for target's role in normal physiology; score: 85
for student 730345314, for drug Insulin, for outcomes necessary for therapeutic activities; score: 83
for student 730306008, for drug Insulin, for pharmacologic role; score: 63
for student 730306008, for drug Insulin, for drug target and primary localization; score: 43
for student 730306008, for drug Insulin, for target's role in normal physiology; score: 48
for student 730306008, for drug Insulin, for outcomes necessary for therapeutic activities; score: 23
for student 730170040, for drug Insulin, for pharmacologic role; score: 61
for student 730170040, for drug Insulin, for drug target and primary localization; score: 71
for student 730170040, for drug Insulin, for target's role in normal physiology; score: 81
for student 730170040, for drug Insulin, for outcomes necessary for therapeutic activities; score: 40
for student 730335117, for drug Insulin, for pharmacologic role; score: 13
for student 730335117, for drug Insulin, for drug target and primary localization; score: 50
for student 730335117, for drug Insulin, for target's role in normal physiology; score: 87
for student 730335117, for drug Insulin, for outcomes necessary for therapeutic activities; score: 49
for student 730075914, for drug Insulin, for pharmacologic role; score: 5
for student 730075914, for drug Insulin, for drug target and primary localization; score: 72
for student 730075914, for drug Insulin, for target's role in normal physiology; score: 91
for student 730075914, for drug Insulin, for outcomes necessary for therapeutic activities; score: 57
for student 730300294, for drug Insulin, for pharmacologic role; score: 93
for student 730300294, for drug Insulin, for drug target and primary localization; score: 87
for student 730300294, for drug Insulin, for target's role in normal physiology; score: 91
for student 730300294, for drug Insulin, for outcomes necessary for therapeutic activities; score: 61
for student 730296888, for drug Insulin, for pharmacologic role; score: 26
for student 730296888, for drug Insulin, for drug target and primary localization; score: 83
for student 730296888, for drug Insulin, for target's role in normal physiology; score: 48
for student 730296888, for drug Insulin, for outcomes necessary for therapeutic activities; score: 17
for student 730222792, for drug Insulin, for pharmacologic role; score: 0
for student 730222792, for drug Insulin, for drug target and primary localization; score: 8
for student 730222792, for drug Insulin, for target's role in normal physiology; score: 61
for student 730222792, for drug Insulin, for outcomes necessary for therapeutic activities; score: 2
for student 730014819, for drug Insulin, for pharmacologic role; score: 28
for student 730014819, for drug Insulin, for drug target and primary localization; score: 10
for student 730014819, for drug Insulin, for target's role in normal physiology; score: 8
for student 730014819, for drug Insulin, for outcomes necessary for therapeutic activities; score: 75
for student 730000406, for drug Insulin, for pharmacologic role; score: 9
for student 730000406, for drug Insulin, for drug target and primary localization; score: 68
for student 730000406, for drug Insulin, for target's role in normal physiology; score: 8
for student 730000406, for drug Insulin, for outcomes necessary for therapeutic activities; score: 22
for student 730336626, for drug Insulin, for pharmacologic role; score: 54
for student 730336626, for drug Insulin, for drug target and primary localization; score: 65
for student 730336626, for drug Insulin, for target's role in normal physiology; score: 18
for student 730336626, for drug Insulin, for outcomes necessary for therapeutic activities; score: 33
for student 730163464, for drug Insulin, for pharmacologic role; score: 34
for student 730163464, for drug Insulin, for drug target and primary localization; score: 28
for student 730163464, for drug Insulin, for target's role in normal physiology; score: 71
for student 730163464, for drug Insulin, for outcomes necessary for therapeutic activities; score: 19
for student 730309616, for drug Insulin, for pharmacologic role; score: 15
for student 730309616, for drug Insulin, for drug target and primary localization; score: 5
for student 730309616, for drug Insulin, for target's role in normal physiology; score: 16
for student 730309616, for drug Insulin, for outcomes necessary for therapeutic activities; score: 10
for student 730004713, for drug Insulin, for pharmacologic role; score: 15
for student 730004713, for drug Insulin, for drug target and primary localization; score: 96
for student 730004713, for drug Insulin, for target's role in normal physiology; score: 51
for student 730004713, for drug Insulin, for outcomes necessary for therapeutic activities; score: 92
for student 730324249, for drug Insulin, for pharmacologic role; score: 24
for student 730324249, for drug Insulin, for drug target and primary localization; score: 84
for student 730324249, for drug Insulin, for target's role in normal physiology; score: 89
for student 730324249, for drug Insulin, for outcomes necessary for therapeutic activities; score: 61
for student 730305081, for drug Insulin, for pharmacologic role; score: 90
for student 730305081, for drug Insulin, for drug target and primary localization; score: 82
for student 730305081, for drug Insulin, for target's role in normal physiology; score: 45
for student 730305081, for drug Insulin, for outcomes necessary for therapeutic activities; score: 83
for student 730338500, for drug Insulin, for pharmacologic role; score: 28
for student 730338500, for drug Insulin, for drug target and primary localization; score: 95
for student 730338500, for drug Insulin, for target's role in normal physiology; score: 25
for student 730338500, for drug Insulin, for outcomes necessary for therapeutic activities; score: 29
for student 730013201, for drug Insulin, for pharmacologic role; score: 72
for student 730013201, for drug Insulin, for drug target and primary localization; score: 71
for student 730013201, for drug Insulin, for target's role in normal physiology; score: 40
for student 730013201, for drug Insulin, for outcomes necessary for therapeutic activities; score: 62
for student 720517743, for drug Insulin, for pharmacologic role; score: 27
for student 720517743, for drug Insulin, for drug target and primary localization; score: 83
for student 720517743, for drug Insulin, for target's role in normal physiology; score: 82
for student 720517743, for drug Insulin, for outcomes necessary for therapeutic activities; score: 15
for student 730341519, for drug Insulin, for pharmacologic role; score: 39
for student 730341519, for drug Insulin, for drug target and primary localization; score: 38
for student 730341519, for drug Insulin, for target's role in normal physiology; score: 9
for student 730341519, for drug Insulin, for outcomes necessary for therapeutic activities; score: 28
for student 730349484, for drug Insulin, for pharmacologic role; score: 55
for student 730349484, for drug Insulin, for drug target and primary localization; score: 49
for student 730349484, for drug Insulin, for target's role in normal physiology; score: 74
for student 730349484, for drug Insulin, for outcomes necessary for therapeutic activities; score: 57
for student 730300545, for drug Insulin, for pharmacologic role; score: 20
for student 730300545, for drug Insulin, for drug target and primary localization; score: 17
for student 730300545, for drug Insulin, for target's role in normal physiology; score: 44
for student 730300545, for drug Insulin, for outcomes necessary for therapeutic activities; score: 13
for student 730304972, for drug Insulin, for pharmacologic role; score: 39
for student 730304972, for drug Insulin, for drug target and primary localization; score: 60
for student 730304972, for drug Insulin, for target's role in normal physiology; score: 95
for student 730304972, for drug Insulin, for outcomes necessary for therapeutic activities; score: 9
for student 730304973, for drug Insulin, for pharmacologic role; score: 57
for student 730304973, for drug Insulin, for drug target and primary localization; score: 88
for student 730304973, for drug Insulin, for target's role in normal physiology; score: 12
for student 730304973, for drug Insulin, for outcomes necessary for therapeutic activities; score: 66
for student 730012843, for drug Insulin, for pharmacologic role; score: 26
for student 730012843, for drug Insulin, for drug target and primary localization; score: 54
for student 730012843, for drug Insulin, for target's role in normal physiology; score: 46
for student 730012843, for drug Insulin, for outcomes necessary for therapeutic activities; score: 17
for student 730324303, for drug Insulin, for pharmacologic role; score: 38
for student 730324303, for drug Insulin, for drug target and primary localization; score: 32
for student 730324303, for drug Insulin, for target's role in normal physiology; score: 51
for student 730324303, for drug Insulin, for outcomes necessary for therapeutic activities; score: 8
for student 720451649, for drug Insulin, for pharmacologic role; score: 56
for student 720451649, for drug Insulin, for drug target and primary localization; score: 2
for student 720451649, for drug Insulin, for target's role in normal physiology; score: 67
for student 720451649, for drug Insulin, for outcomes necessary for therapeutic activities; score: 93
for student 730304974, for drug Insulin, for pharmacologic role; score: 62
for student 730304974, for drug Insulin, for drug target and primary localization; score: 87
for student 730304974, for drug Insulin, for target's role in normal physiology; score: 10
for student 730304974, for drug Insulin, for outcomes necessary for therapeutic activities; score: 66
for student 730020056, for drug Insulin, for pharmacologic role; score: 76
for student 730020056, for drug Insulin, for drug target and primary localization; score: 31
for student 730020056, for drug Insulin, for target's role in normal physiology; score: 84
for student 730020056, for drug Insulin, for outcomes necessary for therapeutic activities; score: 61
for student 720541446, for drug Insulin, for pharmacologic role; score: 78
for student 720541446, for drug Insulin, for drug target and primary localization; score: 27
for student 720541446, for drug Insulin, for target's role in normal physiology; score: 90
for student 720541446, for drug Insulin, for outcomes necessary for therapeutic activities; score: 89
for student 730014494, for drug Insulin, for pharmacologic role; score: 19
for student 730014494, for drug Insulin, for drug target and primary localization; score: 21
for student 730014494, for drug Insulin, for target's role in normal physiology; score: 51
for student 730014494, for drug Insulin, for outcomes necessary for therapeutic activities; score: 2
for student 730305979, for drug Insulin, for pharmacologic role; score: 6
for student 730305979, for drug Insulin, for drug target and primary localization; score: 97
for student 730305979, for drug Insulin, for target's role in normal physiology; score: 70
